review_id,user_url,username,stars,time,text
Ci9DQUlRQUNvZENodHljRjlvT2paeFUybGFlVWQzWWxOM1RHdFRZaTEwZUdVNVdtYxAB,https://www.google.com/maps/contrib/103998866134873597740/reviews?hl=es-419,,5,Hace 2 meses,Fue muy divertido para mis hijas. Se visitó en Fin de semana
ChZDSUhNMG9nS0VJQ0FnSUNIX1lLekZBEAE,https://www.google.com/maps/contrib/100599788470558895067/reviews?hl=es-419,,5,Hace un año,"🥰 cómo cambian los tiempos 🤣🤣, en mi época no había lugares así, sólo nos divertiamos saliendo a la calle con los vecinos o los primos... ufff teníamos sólo una bicicleta y nos turnabamos, esperando en la esquina haciendo cola para nuestro colazo 🤣🤣¿quién recuerda? Se visitó en Fin de semana"
ChZDSUhNMG9nS0VJQ0FnTURRNmNtWWR3EAE,https://www.google.com/maps/contrib/107904523495478062942/reviews?hl=es-419,,4,Hace 6 meses,"Un lugar increíble para la diversión de los Niños, jóvenes y adultos, pero se siente un poco inseguro para dejar a los niños ahí solos....pueden entrar y salir sin ningún control o seguridad. Se visitó en Fin de semana"
ChZDSUhNMG9nS0VJQ0FnSUNvejVHRk1REAE,https://www.google.com/maps/contrib/110887293526596372939/reviews?hl=es-419,,5,Hace 6 años,Uno de los mejores lugares para divertirse Sin embargo hace mucho calor más deberían poner aire acondicionado o algo así De lo contrario todo está al 100 El personal es muy amable
ChdDSUhNMG9nS0VJQ0FnSURSMm9fZTV3RRAB,https://www.google.com/maps/contrib/108320160494219274924/reviews?hl=es-419,,5,Hace 2 años,Ese lugar es lindo Ahy si va uno a gastar toda la energía a los chicos a mis hijos les encanta ir Ahy
ChdDSUhNMG9nS0VJQ0FnSURWLUxXcXdRRRAB,https://www.google.com/maps/contrib/114253237294800979238/reviews?hl=es-419,,5,Hace un año,"El Lugar esta apto para todos , es muy alegre la musica Es fuerte si no Les gusta no Les aconsejo. El ambiente esta super Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas Sí"
ChZDSUhNMG9nS0VJQ0FnSURXMnNxWmVBEAE,https://www.google.com/maps/contrib/103652810648585679742/reviews?hl=es-419,,4,Editado Hace un año,Buen lugar para que lo pasen bien los chicos .. Aunque los que pagan si sentirán lo más duro....
ChdDSUhNMG9nS0VJQ0FnSUNuOXYyNDZ3RRAB,https://www.google.com/maps/contrib/112743949643028929965/reviews?hl=es-419,,5,Hace un año,El lugar es de mucha diversión para niños y jóvenes. Las personas de tamaño grande o que no tienen una buena condición física quizá no podrán aprovechar al máximo algunos juegos. Hay diversidad de juegos y tiene amplio parqueo para vehículos y motocicletas. También tiene un área para comer. El personal es atento y amigable.
ChdDSUhNMG9nS0VJQ0FnSUMwbE5yZWhnRRAB,https://www.google.com/maps/contrib/107585028872685406256/reviews?hl=es-419,,5,Hace 6 años,"Es el mejor lugar para ir a entretenerse y hacer algo de ejercicio, los precios están bien para lo que se disfruta, y además que tiene un área de descanso. Perfecto para llevar a los niños."
ChZDSUhNMG9nS0VJQ0FnSUR6NjRmY1VnEAE,https://www.google.com/maps/contrib/102289871873606324678/reviews?hl=es-419,,4,Hace un año,"Es muy divertido, un poco caros los precios de la comida, pero en lo demás está muy bien Se visitó en Fin de semana Tiempo de espera Sin espera Reservas recomendadas No lo sé"
ChZDSUhNMG9nS0VJQ0FnSUQ3MTZyR1NnEAE,https://www.google.com/maps/contrib/111212561614957592561/reviews?hl=es-419,,1,Hace un año,"Aún que uno tenga membresía si ellos realizan eventos cerrados no puede entrar. Y no informan del evento, solo deciden cerrar.."
ChZDSUhNMG9nS0VJQ0FnSURVXzhieGZBEAE,https://www.google.com/maps/contrib/105239362291259997127/reviews?hl=es-419,,5,Hace 6 años,Un lugar muy divertido tanto para niños como para adultos
ChZDSUhNMG9nS0VJQ0FnSUR1anJ5TVBnEAE,https://www.google.com/maps/contrib/108100467109027325805/reviews?hl=es-419,,3,Hace 3 años,"El lugar es muy bonito y los niños se la pasan muy bien, pero el personal no es muy amable. El caballero de la foto no nos trató bien, fue abusivo y prepotente."
ChdDSUhNMG9nS0VJQ0FnSUNlMEpIb3lBRRAB,https://www.google.com/maps/contrib/111387966029798600172/reviews?hl=es-419,,5,Hace 3 años,"Este tipo de lugar muy animoso, divertido para pasarla muy bien. Sugiero que con unos árboles quedaría bien el parqueo."
ChdDSUhNMG9nS0VJQ0FnSURyM0t6Nm1nRRAB,https://www.google.com/maps/contrib/104395726777015737399/reviews?hl=es-419,,5,Hace un año,"Excelente lugar para juegos en equipo, fortalecer la confianza."
ChdDSUhNMG9nS0VJQ0FnSURxbV9iZHpBRRAB,https://www.google.com/maps/contrib/105173418428016728717/reviews?hl=es-419,,5,Hace 4 años,Celebramos con la familia y el staff siempre fue muy atento para todo lo que necesitamos.
Ci9DQUlRQUNvZENodHljRjlvT2sxbVkyVTRibkpuWjFGbWJUSkhWMmRPWjFveVJtYxAB,https://www.google.com/maps/contrib/103562709950302216094/reviews?hl=es-419,,5,Hace un mes,recomendado el lugar de sky zona majadas al 100 x 100
ChdDSUhNMG9nS0VJQ0FnSUNKdF96bjNBRRAB,https://www.google.com/maps/contrib/112212941963442993826/reviews?hl=es-419,,5,Hace 2 años,Buen lugar para hacer un poco de ejercicio con diversión y pasarla bien los precios un poco altos pero al adquirir el pase mensual esta cómodo Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas No lo sé
ChZDSUhNMG9nS0VJQ0FnSURfaGFfZkRnEAE,https://www.google.com/maps/contrib/108036491368746922788/reviews?hl=es-419,,4,Hace 8 meses,"Mi hijo le encanta ir allí, lo único los precios debería de ser un poco más razonables y no tan altos como están ahora. Aparte de eso todo bien Se visitó en Día de semana Tiempo de espera Hasta 10 min Reservas recomendadas No lo sé"
ChZDSUhNMG9nS0VJQ0FnSURLbEtLVVhBEAE,https://www.google.com/maps/contrib/115405450243069259672/reviews?hl=es-419,,5,Hace 4 años,"Es un excelente lugar para ir con la familia, amigos, pareja o solo, ideal para los más pequeños del hogar o para los más grandes, a todo el que le guste saltar y divertirse les recomiendo este lugar, el único inconveniente que hay es que ahora por la pandemia hay que usar una mascarilla obligatoria y de tanto saltar hasta te sofocas, la mascarilla termina mojada de tanto sudor pero de ahí todo me gusta, vale 100% la pena ir, cumplen con todos los protocolos contra el covid, incluso al adquirir tu entrada te dan una mascarilla y un gel antibacterial personal que lo puedes poner en tu pantalón para saltar."
ChZDSUhNMG9nS0VJQ0FnSURPdHBLR0R3EAE,https://www.google.com/maps/contrib/105676258171994925151/reviews?hl=es-419,,4,Hace 3 años,Excelente lugar para todas las edades 4 estrellas porque como a las 11:30a.m. estaba más que abarrotado para evitar aglomeraciones es mejor el horario de las 10.a.m.
ChdDSUhNMG9nS0VJQ0FnSUNhb05udnR3RRAB,https://www.google.com/maps/contrib/118019723889485563630/reviews?hl=es-419,,2,Hace 4 años,"El lugar es muy limitado con 2-3 áreas de camas elásticas, no tiene variedad. El costo es caro para lo que hacen los niños, cobran por hora y muchas veces no quieren jugar de corrido por una hora se quieren sentar a tomar break. No lo recomiendo."
ChdDSUhNMG9nS0VJQ0FnSURtb05iUTZBRRAB,https://www.google.com/maps/contrib/102932535318839467375/reviews?hl=es-419,,4,Hace 3 años,"Siento que no tiene muchas ""atracciones"" (Cayalá se ve que tiene más) pero los niños se divierten mucho, al final mis sobrinos se estuvieron sólo en 1 juego 😄. La comida está a buen precio, 1 pizza 8 porciones y un pichel de agua Q125.00. 1 hamburguesa con papas y agua Q45.00 Lo que sí está caro es el agua pura, helados y chocobananos Q12.00 c/u."
ChdDSUhNMG9nS0VJQ0FnSUNobzlMYjVRRRAB,https://www.google.com/maps/contrib/103675010534967940733/reviews?hl=es-419,,5,Hace 2 años,Excelente lugar para tirar el estrés.
ChZDSUhNMG9nS0VJQ0FnSURTcGVETkdBEAE,https://www.google.com/maps/contrib/111584580250393509513/reviews?hl=es-419,,5,Hace 4 años,"Un lugar muy bonito y único en Guate, uno se libera y desestresa de tanto saltar. 🥳🕺🏻👌🏼…"
ChdDSUhNMG9nS0VJQ0FnSUMzODR5TDBRRRAB,https://www.google.com/maps/contrib/112578310225723088956/reviews?hl=es-419,,4,Editado Hace 10 meses,"Bonito lugar, solo que soy quien está en contra de los precios tan altos de comidas y bebidas y aquí si se pasan también en serio, 17 quetzales una botella con agua pura, 22 quetzales un Gatorade. Bonitos lugares y se que todo negocio tiene que tener ganancia pero si debería de existir una ley que prohíba estos precios. Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas No"
ChdDSUhNMG9nS0VJQ0FnSUNKMVpIOTZBRRAB,https://www.google.com/maps/contrib/103887973901801222145/reviews?hl=es-419,,4,Hace 2 años,"Muy ordenado, limpio y bonito, el precio algo elevado considerando que solo es un lugar para saltar Se visitó en Fin de semana"
ChZDSUhNMG9nS0VJQ0FnSUNvb1lUeVJBEAE,https://www.google.com/maps/contrib/118251996018218361409/reviews?hl=es-419,,5,Hace 6 años,Excelente lugar para distraerse un rato en familia o con amigos... el personal es muy atento y brinda las instrucciones precisas!!
ChZDSUhNMG9nS0VJQ0FnSURuMmRHd1VREAE,https://www.google.com/maps/contrib/105157296174641563740/reviews?hl=es-419,,1,Hace 11 meses,"No suelo hacer reseñas negativas, pero el valor relación servicio / precio es totalmente ridículo. La galera carece de cualquier tipo de ventilación provocando la acumulación de vapor, calor y olor a fluidos corporales excesivos en horario de 11am a 3pm. seguido de que las esponjas y cubos donde la gente cae, ya están viejos, sueltan polvo y obviamente reciben todo el sudor de niños brincando y cayendo en ellos desde hace años. esto es totalmente insalubre y sucio. el valor real de este lugar quizás ronde por los Q25 ($3.50) por 30 minutos ya que permanecer por mas tiempo es tecnicamente y clinicamente nocivo para la salud respiratoria y de la piel. Se visitó en Fin de semana Tiempo de espera Hasta 10 min Reservas recomendadas No"
ChdDSUhNMG9nS0VJQ0FnSUNOclBLaTVnRRAB,https://www.google.com/maps/contrib/113832078047310651883/reviews?hl=es-419,,2,Hace un año,"el lugar es genial, sin embargo los empleados no ejercen ningún orden y permiten que gente desordenada se pase sin esperar turno en las colas, Molesta mucho ver adultos pasando delante de niños haciendo cola para adelantarse y poner a sus hijos. Y mas cuando los empleados lo permiten. Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas No"
ChdDSUhNMG9nS0VJQ0FnSUQ5bnBLMHNBRRAB,https://www.google.com/maps/contrib/106090096804043823372/reviews?hl=es-419,,2,Hace un año,"Está bonito, PERO muy pequeño por el precio y dejan entrar demasiadas personasa la vez, especialmente niños muy pequeños. No sé podia disfrutar bien y esperar mucho tiempo para realizar las actividades. El personal es poco amistoso y algo malorganizado. Aparte sería bueno limpiar los aros de vez en cuanto, ya que el sudor de las personas lo vuelve resbaloso desde temprano. El precio los la entrada de 2 horas en un dia es el mismo que para una mensualidad entera de 2 horas diarias... Es incomprensible. Realmente no es recomendable ir un fin de semana. Sería el lugar perfecto para irse a entrenar diariamente, de otra forma muy caro para pocas actividades. Nos divertimos un ratito, sí, pero no volveremos. Se visitó en Fin de semana Tiempo de espera Sin espera Reservas recomendadas Sí"
ChdDSUhNMG9nS0VJQ0FnSUREMU1TVzV3RRAB,https://www.google.com/maps/contrib/116066513352277042293/reviews?hl=es-419,,3,Hace un año,"El lugar es lindo y entretenimiento, pero se me hace que es bastante pequeño en comparación a otra de sus instalación, las actividades para hacer son un poco más limitadas, todo un poco más ajustado. En cuanto al personal al menos el día que yo fui no eran muy amistosos, no estaban en los lugares en los que tendrías que estar para que te permitan entrar a alguna de las actividades/juegos y se notaban enojados, me hacían sentir regañada ya que su forma de decir las cosas no era la más agradable o no lo decían con muy bien humor. Sin duda alguna es mejor el de Cayalá, así que si lo que alguien busca es una experiencia muy agradable recomiendo ir a las instalaciones en Cayalá (he ido a ellas 3 veces y la experiencia es totalmente diferente). Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas No"
ChdDSUhNMG9nS0VJQ0FnSURrN3YzQjZBRRAB,https://www.google.com/maps/contrib/116164493036664418331/reviews?hl=es-419,,5,Hace 6 años,"Muy buen lugar para ir con los niños, tienen muchas camas elásticas, juegos de obstáculos, tienen su propio parqueo y hay días que tienen promociones para los papás."
ChZDSUhNMG9nS0VJQ0FnSUNvaWJUTWNREAE,https://www.google.com/maps/contrib/101063976606608437669/reviews?hl=es-419,,5,Hace 6 años,El lugar es genial para compartir en familia... Los niños la pasan genial
ChZDSUhNMG9nS0VJQ0FnSURfcUlLTlBBEAE,https://www.google.com/maps/contrib/100184792537970045206/reviews?hl=es-419,,1,Hace 8 meses,Le selebramos el cumpleaños ami sobrino y nos trataron muy pesado y como regañaban a nuestros y José por cualquier detalle muy mal servicio en majadas y as ta el herente nos hablista muy pesado Reservas recomendadas No lo sé
ChdDSUhNMG9nS0VJQ0FnSUMyc3VlRGxnRRAB,https://www.google.com/maps/contrib/104492916572862979893/reviews?hl=es-419,,5,Hace 3 años,Excelente lugar para los peques y grandes para la sana diversion
ChdDSUhNMG9nS0VJQ0FnSUREdmRIT21nRRAB,https://www.google.com/maps/contrib/114055624269293583759/reviews?hl=es-419,,4,Hace un año,"El lugar es súper genial, tiene varias áreas para saltar y poder hacer actividades distintas. Lo sentimos un poco caro, íbamos a cotizar un cumpleaños y por persona (niño o adulto) tiene un precio de $25 Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas No"
ChdDSUhNMG9nS0VJQ0FnSURxLTczQzJRRRAB,https://www.google.com/maps/contrib/108109945987787537426/reviews?hl=es-419,,5,Hace 4 años,Conocí el lugar por una invitación de cumpleaños y me gustó mucho el lugar muy divertido y excelente atención del personal.
ChZDSUhNMG9nS0VMNnE4cmlDX2N1a1VBEAE,https://www.google.com/maps/contrib/113924224747533529386/reviews?hl=es-419,,5,Hace 3 meses,Un lugar muy entretenido Se visitó en Día de semana Tiempo de espera Sin espera Reservas recomendadas Sí
ChdDSUhNMG9nS0VJQ0FnSUNJbzgyU3l3RRAB,https://www.google.com/maps/contrib/112981247704381766383/reviews?hl=es-419,,5,Editado Hace 6 años,Celebre el cumpleaños de mi hija aqui y todos los invitados contentos
ChdDSUhNMG9nS0VJQ0FnSUQtc043S3hBRRAB,https://www.google.com/maps/contrib/101136861165199775246/reviews?hl=es-419,,5,Hace 2 años,"Muy buena atencion, excelentes instalaciones!"
ChZDSUhNMG9nS0VJQ0FnSUNlcTRqU09REAE,https://www.google.com/maps/contrib/115180191959775682244/reviews?hl=es-419,,5,Hace 3 años,"Experiencia única, excelente lugar para compartir en familia y ejercitarse Gracias por su excelente servicio"
ChZDSUhNMG9nS0VJQ0FnSUQ5aHBPdkVBEAE,https://www.google.com/maps/contrib/108569399885409553550/reviews?hl=es-419,,5,Hace un año,"Es un excelente lugar para llevar a los niños o incluso uno de adulto, muy divertido, ayuda a desestresarse. Eso sí, llevar ropa cómoda. Muy recomendado Se visitó en Fin de semana Tiempo de espera Sin espera Reservas recomendadas No lo sé"
ChZDSUhNMG9nS0VJQ0FnSUNhOFBHR1BnEAE,https://www.google.com/maps/contrib/111573598339778911779/reviews?hl=es-419,,5,Editado Hace 3 años,"Excelente para compartir en familia y con amigos, todas las medidas de bioseguridad y un ambiente maravilla!!!"
ChZDSUhNMG9nS0VJQ0FnSUNteWRLQmJBEAE,https://www.google.com/maps/contrib/107164314703219686567/reviews?hl=es-419,,5,Hace 3 años,"Amplio parqueo, buen acceso, seguridad lo mejor en camas elásticas para todas las edades muy personalizado"
ChdDSUhNMG9nS0VJQ0FnSURpb2VxSjBnRRAB,https://www.google.com/maps/contrib/114795296962422253550/reviews?hl=es-419,,5,Hace 4 años,Excelente lugar para pasarla bien en familia y hacer ejercicio
ChZDSUhNMG9nS0VJQ0FnSUNhdm9YNU5nEAE,https://www.google.com/maps/contrib/101262336423534888238/reviews?hl=es-419,,3,Hace 4 años,"El lugar muy bonito, pero deja mucho que desear el hecho de no tener mas control con el aforo. Se nos dijo que se cuidaría eso y mis niños no podían participar por la falta de orden que tenían. Demasiada gente y muy poco control. En las áreas de espera para padre en un lugar cerrado habia alguien fumando y nadie del personal hizo nada."
ChZDSUhNMG9nS0VJQ0FnSUNqMVlDWldnEAE,https://www.google.com/maps/contrib/112814210053458516620/reviews?hl=es-419,,1,Hace un año,"Es un lugar muy pequeño y lo sobre llenan, lo cual hace imposible el disfrutar del lugar. Te regañan por saltar en un mismo trampolín, es entendible pero si esta lleno no hay de otra forma! Se visitó en Fin de semana Tiempo de espera Hasta 10 min Reservas recomendadas No lo sé"
Ci9DQUlRQUNvZENodHljRjlvT21OVlVYaDZYME5XYVdrNWJYSlllR2MyZEhsTUxXYxAB,https://www.google.com/maps/contrib/114455504155312699125/reviews?hl=es-419,,1,Hace 2 meses,Pésimo deja mucho que desear Se visitó en Fin de semana Tiempo de espera De 10 a 30 min Reservas recomendadas No
ChdDSUhNMG9nS0VJQ0FnSURZOWRtWjR3RRAB,https://www.google.com/maps/contrib/110285023450338037699/reviews?hl=es-419,,5,Editado Hace 6 años,"Todos Los Sábados se realiza la fiesta Glow, En Sky Zone......a partir de Las 1900hrs."
ChZDSUhNMG9nS0VJQ0FnSUQwbWFpYUNnEAE,https://www.google.com/maps/contrib/106686301342866059294/reviews?hl=es-419,,5,Editado Hace 5 años,Excelente lugar para divertirte en familia.
ChZDSUhNMG9nS0VJQ0FnSURCd1BXLVNnEAE,https://www.google.com/maps/contrib/108674895904667730697/reviews?hl=es-419,,5,Hace 2 años,"Uno de los mejores lugares para entretenerse con los chicos, muchas actividades, buen parqueo y bastante céntrico. Si vas en horario que no hay mucha afluencia es mejor ya que se llena bastante, pero sin duda alguna muy dinámico y entretenido."
ChdDSUhNMG9nS0VJQ0FnSUQzeUpPdmpnRRAB,https://www.google.com/maps/contrib/116345051789296681548/reviews?hl=es-419,,5,Hace 10 meses,Un buen lugar me gusta bastante es muy cómodo y divertido. Se visitó en Fin de semana Tiempo de espera Hasta 10 min Reservas recomendadas No lo sé
ChZDSUhNMG9nS0VJQ0FnSUM2a01ISkF3EAE,https://www.google.com/maps/contrib/114250939975270177812/reviews?hl=es-419,,5,Hace 4 años,Fui a comprar unos calcetines porque a mis hijos les gusta andar por la casa sin zapatos. Nos parecen geniales porque no se percuden tan fácil. Son duraderos. Nos gustaron los nuevos estilos de calcetines altos. A mí hijo grande le encantaron.
ChdDSUhNMG9nS0VJQ0FnSURrajdQX29BRRAB,https://www.google.com/maps/contrib/101433198634670999796/reviews?hl=es-419,,5,Hace 6 años,"la verdad des que muy entretenido estar ahí, es un ambiente familiar donde todos pueden divertirse independientemente de su edad; además de que cuentan con una gran variedad de actividades para realizar. Cuenta con restaurante adentro de las instalaciones, y dejan que uno entre su propia bebida al lugar 5 estrellas, excelente servicio :D"
ChdDSUhNMG9nS0VJQ0FnSUQ1c3R6R2lBRRAB,https://www.google.com/maps/contrib/113021984865029245792/reviews?hl=es-419,,5,Editado Hace un año,"Cuando fuimos si nos toco esperar un poco Pero era el día del niño, entonces se entiende Todo estuvo muy bien Y en este lugar tienen un amplio parqueo sin costo adicional Excelente 👌 También aceptan pagos con tarjeta de crédito sin costo adicional Se visitó en Fin de semana Tiempo de espera De 10 a 30 min Reservas recomendadas No lo sé"
ChZDSUhNMG9nS0VJQ0FnSURrMFlfVU93EAE,https://www.google.com/maps/contrib/109330159839756530237/reviews?hl=es-419,,1,Hace 6 años,"Entretenido lugar, se divierten o s.niños pero que engañen con los precios eso no se hace."
